ANID,2016 Comp Group,Alternate ID,Laboratory,Investigator,Affiliation,Source/Excavator/Museum,Region,Country,State/Province,Estate,Site Name,Latitude,Longitude,UTM Zone,Northing,Easting,Material,Ware,Ceramic Type,Vessel Form,Exterior Decoration,Interior Decoration,Paste Color,Major Temper,Minor Temper,Culture,Context,Provenience,Period,Date,Picture,Comments,Notes,Compositional Group,Spare ANID,Long RDF,Long Date,Short RDF,Short Date,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
JAM308,UNAS,1210-003E-DRS--00004,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS/Jamaica National Heritage Trust,Caribbean,Jamaica,Trelawny,Stewart Castle,Stewart Castle Village,18.4811,-77.5676,18 N,,,Pottery,"Coarse Earthenware, unidentified",1,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Buff,"Quartz, clear","Rock, other; Rock, white; Unid, red",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,No Phase,100 to 200 YBP,Yes,,,,JAM308,NMC2,11/22/2015,NTT1-S,11/19/2015,15.5309,6.4590,0.2064,6.3525,2.0363,1.5040,1.2585,11.3317,5.8018,99.7826,0.7079,0.5559,53698.9,3.3674,0.00,34.22,1.6766,23.7701,184.34,0.3285,0.2747,2.5328,53.92,107.31,104221.6,573.3,13374.8,2.1171,12596.8,215.14,18144.4,5139.3,200.14
JAM309,JAM11,1210-3-K-12-DRS--00021,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS/Jamaica National Heritage Trust,Caribbean,Jamaica,Trelawny,Stewart Castle,Stewart Castle Village,18.4811,-77.5676,18 N,,,Pottery,Spanish Coarse Earthenware,7,Unid: Utilitarian,Unglazed/Bisque,Unglazed/Bisque,Red,None,,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,P01,100 to 200 YBP,Yes,,,,JAM309,NMC2,11/22/2015,NTT1-S,11/19/2015,5.1978,40.8209,0.4645,33.0098,7.3698,3.3071,2.8798,84.2386,24.2755,175.4025,8.5251,1.4344,49620.8,5.0056,109.48,151.78,0.7147,17.7961,116.92,1.4239,0.8872,14.1953,117.08,117.69,93218.3,536.9,28391.2,5.5276,25361.8,1370.81,8820.4,4697.0,106.66
JAM310,JAM11,1210-3-L-13-DRS--00021,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS/Jamaica National Heritage Trust,Caribbean,Jamaica,Trelawny,Stewart Castle,Stewart Castle Village,18.4811,-77.5676,18 N,,,Pottery,Spanish Coarse Earthenware,7,Storage Jar,Unglazed/Bisque,Lead Glaze,Red,None,,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,,100 to 200 YBP,Yes,,,,JAM310,NMC2,11/22/2015,NTT1-S,11/19/2015,6.1787,40.8283,0.4748,33.3629,7.4470,3.4983,3.1687,83.5752,24.5500,183.6643,8.2514,1.4556,50601.8,5.1273,90.80,142.15,0.7172,17.8095,149.13,1.4225,1.0040,14.4423,121.41,166.93,99892.8,514.4,27920.0,5.9388,25043.1,1368.33,9557.3,4828.8,103.92
JAM311,JAM11,1210-3-O-08-DRS--00001,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS/Jamaica National Heritage Trust,Caribbean,Jamaica,Trelawny,Stewart Castle,Stewart Castle Village,18.4811,-77.5676,18 N,,,Pottery,Spanish Coarse Earthenware,7,Storage Jar,Unglazed/Bisque,Lead Glaze,Red,None,,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,No Phase,100 to 200 YBP,Yes,,,,JAM311,NMC2,11/22/2015,NTT1-S,11/19/2015,4.0134,38.0396,0.3768,31.2434,6.7365,3.7987,2.8265,77.0349,23.5181,175.2787,8.4288,1.3284,47162.2,4.5525,97.65,145.76,0.6756,17.3877,173.91,1.2841,0.7922,12.8482,117.37,116.22,98389.4,507.6,37623.1,5.4528,25867.0,1266.91,8170.6,4831.1,119.48
JAM312,UNAS,1210-3-P-18-DRS-00005,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS/Jamaica National Heritage Trust,Caribbean,Jamaica,Trelawny,Stewart Castle,Stewart Castle Village,18.4811,-77.5676,18 N,,,Pottery,"Coarse Earthenware, unidentified",1,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Unidentifiable,Mica,"Quartz, clear; Rock, white",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,P01,100 to 200 YBP,Yes,,,,JAM312,NMC2,11/22/2015,NTT1-S,11/19/2015,8.1515,13.1946,0.2133,11.2551,2.4703,1.2460,1.2610,21.4856,7.5932,65.8802,0.9520,0.7110,49929.6,6.0870,0.00,30.49,0.5877,12.9897,133.66,0.7452,0.2765,4.6052,69.24,149.62,90170.4,364.0,15371.4,1.8438,9150.9,273.94,5256.7,5426.9,163.52
JAM313,UNAS,1211-1-E-05-DRS--00004,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS/Jamaica National Heritage Trust,Caribbean,Jamaica,Trelawny,Stewart Castle,Stewart Castle Main House,18.4807,-77.5711,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",2,Unidentifiable,Unglazed/Bisque; Slip,Unglazed/Bisque,Brown,Limestone,"Quartz, clear",Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,No Phase,100 to 200 YBP,Yes,,,,JAM313,NMC2,11/22/2015,NTT1-S,11/19/2015,4.1963,26.7575,0.3283,21.9853,4.9125,1.1345,2.4425,70.9761,25.6345,60.6695,0.8024,1.5330,51926.2,6.4319,0.00,33.16,0.4815,12.3736,197.14,0.7117,0.6834,3.9340,52.25,197.83,87253.6,439.8,14947.6,4.1090,11474.4,749.57,5687.8,6531.3,195.07
JAM314,UNAS,1202-017-NOS--00060,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Barry Higman/JNHT,Caribbean,Jamaica,St. James ,Montpelier,Montpelier House 26,18.3618,-77.9470,18 N,,,Pottery,Spanish Coarse Earthenware,7,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Red,"Quartz, clear",,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,No Phase,100 to 200 YBP,Yes,,,,JAM314,NMC2,11/22/2015,NTT1-S,11/19/2015,12.2291,36.4364,0.3640,28.9996,6.3415,2.3405,2.8382,71.9800,16.8001,117.2716,7.4598,1.3126,40633.7,6.4688,38.48,112.72,0.6861,16.4525,65.59,1.0453,0.9178,10.2303,106.48,172.62,78631.4,323.1,4175.1,5.2503,19842.8,298.57,1301.9,4715.2,129.68
JAM315,UNAS,1202-013-NOS--00127,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Barry Higman/JNHT,Caribbean,Jamaica,St. James ,Montpelier,Montpelier House 26,18.3618,-77.9470,18 N,,,Pottery,"Coarse Earthenware, unidentified",8,Unidentifiable,"Glaze, unidentifiable; Hatched line band",Unglazed/Bisque,Red,"Quartz, clear",n/a,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,No Phase,100 to 200 YBP,Yes,,,,JAM315,NMC2,11/22/2015,NTT1-S,11/19/2015,15.2817,44.9020,0.4564,37.0360,7.0233,3.9620,3.9963,89.6350,17.1330,109.4679,11.7931,1.3916,27001.9,6.4815,0.00,144.82,1.2615,19.1212,81.10,1.2900,1.2390,13.6088,139.47,173.30,112166.0,527.3,1265.3,5.6214,26801.2,311.54,5434.0,5663.6,129.66
JAM316,JAM21,1221-TP89.01-DRS--00003,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",3,Unidentifiable,Lead Glaze,Lead Glaze,Red,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM316,NMC2,11/22/2015,NTT1-S,11/19/2015,10.8668,13.9477,0.2004,11.9576,2.5040,1.2893,1.2138,24.4569,10.8029,36.8725,1.5780,0.7437,44145.7,3.9542,0.00,46.07,3.6183,14.8964,162.08,0.6521,0.3604,3.7434,63.01,138.03,93764.3,497.3,5035.8,2.0063,14361.8,268.35,25812.0,3715.8,129.68
JAM317,JAM22,1221-TP69.01-DRS--00010,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",2,Unidentifiable,Slip,Unglazed/Bisque,Orange,"Rock, white",,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM317,NMC2,11/22/2015,NTT1-S,11/19/2015,5.4220,12.7569,0.1891,8.3655,2.2600,1.3525,1.1836,22.2624,7.9022,49.2489,1.8493,0.5923,47988.2,5.9832,0.00,61.42,0.6973,14.2418,252.72,0.8344,0.2658,6.0766,80.04,146.54,90622.8,807.4,12914.6,1.8508,19155.0,364.11,14058.8,4594.7,161.55
JAM318,UNAS,1221-TP01.01-DRS--00034,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",1,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Reddish Brown,"Quartz, clear","Rock, other",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM318,NMC2,11/22/2015,NTT1-S,11/19/2015,12.4347,13.9827,0.1910,9.2968,1.9789,1.3295,1.1435,21.9889,6.3647,85.1157,0.6237,0.5163,49569.6,7.9569,0.00,21.16,0.8445,12.4232,70.46,0.8066,0.1935,4.4505,53.17,211.62,80033.1,264.5,12127.3,1.7755,7932.2,354.65,1900.5,6176.3,165.31
JAM319,JAM22,1221-TP03.01-DRS--00010,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",2,Unidentifiable,Slip,Slip,Brown,"Rock, white","Voids, unid.",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P03,100 to 200 YBP,Yes,,,,JAM319,NMC2,11/22/2015,NTT1-S,11/19/2015,4.5723,9.2262,0.1892,5.8139,1.5935,1.7064,1.0297,16.3495,4.8485,38.3798,1.2737,0.4703,35719.5,6.8699,0.00,66.05,0.5229,12.2540,209.07,0.6269,0.1907,4.4562,58.37,170.44,78594.3,896.7,9441.7,1.3484,21981.3,255.27,12870.9,4079.1,118.66
JAM320,UNAS,1221-TP17.01-DRS--00007,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",3,Unidentifiable,Lead Glaze,Lead Glaze,Orange,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM320,NMC2,11/22/2015,NTT1-S,11/19/2015,10.3177,13.7551,0.1723,10.7500,2.2712,1.0484,1.1719,25.9120,14.5063,44.2120,1.5560,0.6787,48608.2,4.6480,0.00,38.86,1.0637,15.0935,145.53,0.6778,0.3156,4.0361,64.45,116.87,104865.4,485.8,9623.8,1.8486,14701.9,703.78,21833.8,4241.4,144.61
JAM321,JAM21,1221-TP85.S-DRS--00009,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Coarse Earthenware, unidentified",3,Unidentifiable,Lead Glaze,Unglazed/Bisque,Orange,"Rock, white",,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM321,NMC2,11/22/2015,NTT1-S,11/19/2015,8.9662,15.4439,0.1785,11.3920,2.5835,1.0482,1.1227,29.1211,10.5487,43.4896,1.8762,0.7593,46099.3,3.9960,0.00,47.87,1.1175,15.2169,178.42,0.7401,0.3017,3.8787,64.00,86.07,92050.6,530.0,5472.3,1.8845,13857.6,351.04,24992.1,4296.7,138.14
JAM322,JAM22,1221-TP47.01-DRS--00012,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",5,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Orange,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P03,100 to 200 YBP,Yes,,,,JAM322,NMC2,11/22/2015,NTT1-S,11/19/2015,7.5032,13.9224,0.2033,10.8451,2.1702,2.3705,1.0832,24.3574,6.3274,45.1822,1.5229,0.5637,45800.9,7.9406,0.00,61.71,0.7229,11.3734,183.96,0.8526,0.2547,6.1285,74.27,188.71,89084.9,786.6,11085.7,1.8363,18414.1,649.30,9201.9,4580.6,156.41
JAM323,JAM15,1221-TP85.S-DRS--00010,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Coarse Earthenware, unidentified",7,Unid: Utilitarian,Unglazed/Bisque,Lead Glaze,Orange,"Rock, other","Rock, white; Unid, red",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM323,NMD2,11/29/2015,NTT1-S,11/19/2015,7.4081,38.3800,0.4444,34.8474,6.8678,3.3427,2.9184,79.5762,22.7298,149.2020,7.8662,1.3327,47163.4,4.8000,75.99,137.43,0.6829,16.7394,167.68,1.2897,0.7602,12.7336,116.74,126.58,87091.4,486.0,41292.9,4.9886,22447.3,1628.40,8315.3,4246.7,117.33
JAM324,UNAS,1221-TP01.01-DRS--00040,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",7,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Orange,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM324,NMD2,11/29/2015,NTT1-S,11/19/2015,11.7904,32.2235,0.3413,29.4394,5.7311,1.9661,2.6201,64.5492,13.3506,112.4762,6.3609,1.1938,42222.0,6.1760,0.00,100.20,0.6637,14.8951,85.35,0.9728,0.7037,8.9140,81.23,152.04,70223.8,348.5,4183.0,4.1557,18399.3,181.99,2321.2,4240.7,118.88
JAM325,JAM16,1221-TP17.01-DRS--00006,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, unid.",8,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Orange,"Quartz, clear","Rock, other",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM325,NMD2,11/29/2015,NTT1-S,11/19/2015,15.9086,40.3692,0.4644,39.2056,7.3125,2.2788,3.0147,83.1450,17.6160,142.4252,7.6289,1.5623,51208.1,7.3003,32.74,120.89,0.7054,18.8213,65.13,1.2446,1.1635,10.9214,97.37,178.21,83978.9,341.5,3294.2,5.3647,22965.6,203.46,1370.5,5418.5,149.40
JAM326,JAM15,1221-TP04.01-DRS--00005,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Coarse Earthenware, unidentified",8,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Orange,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM326,NMD2,11/29/2015,NTT1-S,11/19/2015,16.9057,46.2461,0.5065,41.9122,8.2926,2.6417,3.4321,90.0681,21.4172,133.8220,8.9623,1.8075,52735.4,6.5169,54.48,128.57,0.7238,19.7411,66.58,1.2739,0.9484,12.1627,108.66,160.44,90438.9,327.3,3977.0,6.1839,21567.4,297.77,1514.3,5201.2,181.05
JAM327,UNAS,1221-TP68.01-DRS--00012,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Coarse Earthenware, unidentified",8,"Sugarware, unid.",Unglazed/Bisque,Unglazed/Bisque,Orange,Mica,"Rock, other; Unid, red",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM327,NMD2,11/29/2015,NTT1-S,11/19/2015,15.5564,47.1632,0.4995,46.3602,8.9697,3.2604,3.6761,111.1669,20.7291,153.2957,7.0611,2.0173,56288.3,7.5226,83.19,124.51,0.7601,19.7765,79.41,1.3310,1.1997,12.3514,100.34,186.75,90040.3,519.8,6147.6,6.7604,23784.3,292.56,2989.7,5772.1,147.63
JAM328,JAM15,1221-TP01.01-DRS--00030,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Coarse Earthenware, unidentified",8,Sugar Mold,Unglazed/Bisque,Unglazed/Bisque,Orange,"Quartz, clear","Unid, red",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM328,NMD2,11/29/2015,NTT1-S,11/19/2015,16.1057,45.5621,0.4904,41.6592,8.0382,3.1461,3.3652,91.8306,21.4462,157.8515,9.0720,1.7568,56449.6,7.7499,42.48,141.91,0.7701,19.5681,100.97,1.3105,1.0344,12.2242,102.58,181.76,90264.1,381.1,6400.8,5.8910,26956.8,315.90,1606.6,5863.6,168.90
JAM329,JAM12,1221-TP04.01-DRS--00004,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Coarse Earthenware, unidentified",Unidentified,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Buff,Limestone,Shell,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM329,NMD2,11/29/2015,NTT1-S,11/19/2015,5.0076,9.6889,0.1348,11.0090,2.1671,1.3510,0.9838,17.7236,5.8268,48.4971,0.8982,0.5662,22814.9,1.5422,0.00,16.95,0.3650,8.2961,620.93,0.1851,0.3002,1.7287,43.45,47.28,36819.4,322.2,261456.5,1.8087,3089.9,252.28,1562.0,2016.6,60.16
JAM330,JAM12,1221-TP23.02-DRS--00011,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Coarse Earthenware, unidentified",Unidentified,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Buff,Limestone,"Quartz, clear; Shell",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P01,100 to 200 YBP,Yes,,,,JAM330,NMD2,11/29/2015,NTT1-S,11/19/2015,5.4738,10.1215,0.1460,10.2798,2.2565,1.5088,1.0342,18.7007,6.0022,51.8846,0.8493,0.5826,23608.9,1.6764,0.00,27.59,0.3890,9.2435,563.99,0.2359,0.2992,1.8977,57.53,46.48,40998.8,315.1,235154.4,1.8405,4997.8,222.70,2106.5,1941.4,78.28
JAM331,JAM12,1221-TP01.01-DRS--00039,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Test Pits,18.4294,-77.1891,18 N,,,Pottery,"Coarse Earthenware, unidentified",Unidentified,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Buff,Limestone,"Rock, other; Shell",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,P02,100 to 200 YBP,Yes,,,,JAM331,NMD2,11/29/2015,NTT1-S,11/19/2015,6.3119,11.0219,0.1898,10.4348,2.4113,1.1697,1.0653,20.1294,7.8352,54.7944,0.9222,0.6430,25915.0,1.6421,0.00,23.11,0.3972,9.5409,525.34,0.2156,0.3226,1.9711,55.30,60.53,41867.3,269.5,225666.4,1.8466,7151.6,364.81,2042.6,1859.5,77.69
JAM333,JAM22,1225-Q06.1-DRS--00027,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Feature 15,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",2,Unidentifiable,Slip,Lead Glaze,Orange,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM333,NMD2,11/29/2015,NTT1-S,11/19/2015,5.5510,8.9299,0.1186,6.8382,1.4892,1.2928,0.8482,15.7500,7.3937,30.2362,1.4874,0.4337,39020.8,4.5486,0.00,66.23,0.5075,12.7872,220.09,0.6150,0.2079,5.1229,65.18,84.51,85588.1,918.0,9401.9,1.2537,19301.9,400.98,11225.6,3528.8,121.47
JAM334,UNAS,1225-Q06.1-DRS--00028,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Hayden Bassett/Good Hope,Caribbean,Jamaica,Trelawny Parish,Good Hope,Good Hope Village 1,18.4121,-77.6775,18 N,,,pottery,"Caribbean Coarse Earthenware, hand built",3,Unidentifiable,Unglazed/Bisque,Lead Glaze,Orange,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM334,NMD2,11/29/2015,NTT1-S,11/19/2015,11.4508,15.2955,0.1839,14.9481,2.8197,1.3410,1.2797,29.7127,14.7633,39.7070,1.8482,0.8374,44010.7,3.6632,0.00,48.46,0.9776,15.2031,193.92,0.5572,0.3964,3.6192,55.38,78.58,100220.0,589.6,5702.3,2.3869,161707.7,574.38,26257.9,3463.6,146.30
JAM335,JAM22,1225-O08.1-DRS--00084,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Feature 15,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",2,Unidentifiable,Slip,Unglazed/Bisque,Brown,"Quartz, clear","Rock, other",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM335,NMD2,11/29/2015,NTT1-S,11/19/2015,4.6986,8.8377,0.1147,8.8716,1.5128,1.3944,0.7658,15.9246,5.9825,31.1392,1.5792,0.4299,38594.0,4.7405,0.00,71.86,0.5292,12.9363,260.28,0.6380,0.1931,5.1069,65.84,103.78,81910.3,986.1,8655.0,1.0706,20532.6,210.26,11546.3,3549.3,116.43
JAM336,UNAS,1225-Q06.2-DRS--00008,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Feature 15,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",8,Unidentifiable,Unglazed/Bisque,Unglazed/Bisque,Orange,"Quartz, clear",,Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM336,NMD2,11/29/2015,NTT1-S,11/19/2015,14.3623,38.8385,0.4338,36.0215,7.2213,2.3607,3.0833,85.4450,16.8876,123.9231,6.8934,1.5177,49836.8,7.4246,69.26,111.50,0.6429,16.6130,79.12,1.0899,0.9189,10.2817,83.14,155.18,77723.0,326.7,4018.7,5.5478,23335.6,162.81,1191.7,4887.4,150.38
JAM337,JAM22,1225-O08.2-DRS--00051,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Feature 15,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",2,Unidentifiable,Slip,Unglazed/Bisque,Brown,"Quartz, clear","Rock, other",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM337,NMD2,11/29/2015,NTT1-S,11/19/2015,5.7606,9.3240,0.1682,6.6308,1.5352,1.5773,1.0249,16.2605,6.2020,33.1772,1.7038,0.4463,39028.7,5.0689,0.00,68.91,0.5510,12.7546,244.10,0.6359,0.2038,5.0580,60.09,112.60,84554.2,961.9,9551.5,1.1567,21246.5,263.72,12127.8,4181.8,139.87
JAM338,JAM22,1225-N08.1-DRS--00024,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,Doug Armstrong/JNHT,Caribbean,Jamaica,St. Ann ,Drax Hall,Drax Hall Feature 15,18.4294,-77.1891,18 N,,,Pottery,"Caribbean Coarse Earthenware, hand built",2,Unidentifiable,Slip,Unglazed/Bisque,Buff,"Quartz, clear","Rock, white",Slave Village on British  Sugar Estate,Test Unit Excavation,n/a,Unphased,100 to 200 YBP,Yes,,,,JAM338,NMD2,11/29/2015,NTT1-S,11/19/2015,5.2693,8.3519,0.1228,6.5533,1.3587,1.3446,0.7428,14.1158,6.0395,32.0097,1.5396,0.3948,37435.8,4.7077,0.00,69.93,0.5406,12.2768,264.13,0.6510,0.1250,4.8676,62.20,120.16,83530.2,1246.9,9360.7,1.0983,19504.7,203.01,11377.2,3380.4,112.14
